Date,Home,Opponent,GS,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,BP,Pos,Draftkings Score
 7- 8-2011,1,9,0.8333333333333334,15,15,0,0,0,291,106,46,13,15,42,0.278,4.27,0,4,3,0,405,0,46,1,5,6,0
 7- 9-2011,1,9,0.9,28,28,0,0,0,513,133,71,18,55,173,0.211,3.74,1,9,5,0,696,0,76,4,3,5,9
 7-10-2011,1,9,1.0,33,33,5,0,0,701,218,90,19,67,222,0.248,3.47,0,12,7,1,964,0,99,3,7,25,0
 7-15-2011,0,9,1.0,25,25,5,1,0,512,168,63,11,25,123,0.258,3.32,1,3,0,0,690,0,73,4,9,16,5
 7-16-2011,0,9,0.8571428571428571,34,34,0,0,0,623,214,96,19,82,147,0.269,4.16,1,15,8,0,901,0,102,8,6,17,0
 7-16-2011,0,9,1.0,15,15,0,0,0,248,87,47,17,31,91,0.267,5.12,0,4,2,0,363,0,48,1,3,2,7
 7-17-2011,0,9,1.3333333333333333,32,32,0,0,0,606,175,70,17,91,197,0.23,3.12,1,6,8,1,864,0,81,3,2,18,0
 7-20-2011,1,9,3.2,32,32,4,4,0,594,201,87,22,67,162,0.262,3.95,1,2,6,1,843,0,97,1,3,20,9
 7-21-2011,1,8,2.2857142857142856,34,34,3,1,0,670,191,73,16,74,206,0.232,2.94,0,6,10,0,915,0,89,3,5,31,0
 7-22-2011,0,8,0.4444444444444444,23,16,0,0,0,347,128,63,15,40,83,0.284,4.9,6,2,4,2,499,1,69,1,4,12,17
 7-23-2011,0,5,0.2857142857142857,34,12,1,1,0,303,119,64,16,32,61,0.288,5.7,3,2,3,0,451,3,73,0,3,7,0
 7-24-2011,0,8,0.5294117647058824,34,32,2,0,0,624,213,100,26,66,130,0.267,4.33,5,0,9,0,889,1,113,5,10,21,18
 7-27-2011,0,8,0.3333333333333333,11,10,0,0,0,152,55,23,6,17,36,0.266,4.09,1,4,0,0,227,1,35,0,3,4,2
 7-29-2011,0,4,1.5555555555555556,31,31,0,0,0,546,210,96,18,46,104,0.292,4.75,1,12,8,0,784,0,103,5,5,23,0
 8-19-2011,1,8,0.6666666666666666,9,5,0,0,0,92,36,21,7,13,23,0.293,6.16,0,1,1,0,137,1,21,0,0,2,14
 8-20-2011,1,8,1.0,12,11,0,0,0,208,88,39,11,10,35,0.304,5.06,1,0,4,0,305,0,44,1,1,6,4
 8-21-2011,1,8,0.1111111111111111,12,12,0,0,0,149,81,59,18,24,38,0.372,10.69,1,0,0,0,245,0,60,1,2,4,14
 8-24-2011,1,7,0.4,10,8,1,1,0,152,64,35,9,13,35,0.314,6.22,1,1,1,0,222,1,35,2,1,6,3
 8-26-2011,0,4,3.2,32,32,4,4,0,594,201,87,22,67,162,0.262,3.95,1,2,6,1,843,0,97,1,3,20,5
 8-27-2011,0,8,2.2857142857142856,34,34,3,1,0,670,191,73,16,74,206,0.232,2.94,0,6,10,0,915,0,89,3,5,31,17
 8-30-2011,0,7,0.16666666666666666,7,7,0,0,0,88,46,29,13,10,13,0.351,8.9,0,0,3,0,146,0,35,1,1,3,38
 8-31-2011,0,8,1.0,33,33,5,0,0,701,218,90,19,67,222,0.248,3.47,0,12,7,1,964,0,99,3,7,25,5
 9- 1-2011,0,8,0.42857142857142855,11,10,0,0,0,159,61,39,11,16,41,0.289,6.62,1,2,3,0,233,0,41,0,3,4,2
 9- 2-2011,1,6,0.6923076923076923,33,33,3,1,0,666,262,106,23,40,102,0.294,4.3,0,4,8,2,955,0,123,7,9,18,4
 9- 3-2011,1,7,0.6428571428571429,32,28,1,1,0,485,193,94,21,52,115,0.299,5.23,3,3,1,0,711,0,102,7,6,16,15
 9- 4-2011,1,8,0.0,14,8,0,0,0,178,78,44,10,5,34,0.321,6.67,0,0,3,0,258,1,44,3,4,5,0
 9- 5-2011,1,7,0.16666666666666666,7,7,0,0,0,88,46,29,13,10,13,0.351,8.9,0,0,3,0,146,0,35,1,1,3,0
 9- 6-2011,1,9,1.0,33,33,5,0,0,701,218,90,19,67,222,0.248,3.47,0,12,7,1,964,0,99,3,7,25,0
 9- 7-2011,1,7,0.42857142857142855,11,10,0,0,0,159,61,39,11,16,41,0.289,6.62,1,2,3,0,233,0,41,0,3,4,0
 9-10-2011,1,7,2.375,33,33,3,1,0,712,230,79,17,61,230,0.255,3,4,2,7,1,985,0,87,8,7,24,12
 9-11-2011,1,8,1.5,26,25,0,0,0,440,152,59,16,45,96,0.268,3.62,5,4,3,0,626,1,63,4,7,6,0
 9-12-2011,0,7,1.3333333333333333,32,32,0,0,0,606,175,70,17,91,197,0.23,3.12,1,6,8,1,864,0,81,3,2,18,0
 9-13-2011,0,9,0.8,23,21,0,0,0,384,102,48,14,38,74,0.212,3.38,1,0,2,1,526,1,59,1,3,6,5
 9-16-2011,0,2,1.0,12,11,0,0,0,208,88,39,11,10,35,0.304,5.06,1,0,4,0,305,0,44,1,1,6,0
 9-17-2011,0,7,1.0,28,28,0,0,0,463,162,79,12,62,97,0.276,4.61,3,7,1,0,666,0,93,8,7,25,5
 9-20-2011,0,7,0.36363636363636365,20,20,2,1,0,371,122,65,22,42,87,0.256,4.73,1,1,6,0,532,0,68,3,5,5,0
 9-23-2011,1,7,1.3333333333333333,32,32,0,0,0,606,175,70,17,91,197,0.23,3.12,1,6,8,1,864,0,81,3,2,18,0
 9-26-2011,1,7,2.2857142857142856,34,34,3,1,0,670,191,73,16,74,206,0.232,2.94,0,6,10,0,915,0,89,3,5,31,12
 9-27-2011,1,1,1.4,32,32,2,1,0,601,187,98,35,56,169,0.244,4.4,1,4,6,0,839,0,103,4,5,10,14
 9-28-2011,1,2,1.5555555555555556,31,30,0,0,0,557,180,70,13,57,126,0.257,3.39,1,6,1,1,772,0,79,8,5,30,6
 4-28-2012,0,1,0.625,20,17,0,0,0,272,95,60,15,34,47,0.273,5.96,5,2,4,0,395,1,66,2,7,11,0
 4-29-2012,0,1,0.8,21,21,1,1,0,357,156,73,8,45,41,0.321,5.52,3,5,3,1,542,0,79,3,5,21,2
 4-30-2012,1,1,0.4444444444444444,19,19,0,0,0,296,143,81,23,26,42,0.34,7.39,0,2,1,0,456,0,81,2,6,8,5
 5- 1-2012,1,1,0.3,22,17,0,0,0,300,89,59,12,55,109,0.239,5.31,4,6,4,1,440,2,63,2,7,7,12
 5- 3-2012,1,1,1.4285714285714286,21,21,3,3,0,374,98,41,12,41,108,0.214,2.96,0,3,2,0,504,0,45,1,3,8,6
 5- 4-2012,1,1,0.6428571428571429,31,31,1,1,0,562,216,101,29,54,79,0.29,4.85,2,3,3,1,807,0,110,2,4,30,0
 5- 5-2012,1,1,0.5714285714285714,13,13,0,0,0,214,67,37,10,47,47,0.25,4.67,0,7,1,0,317,0,41,0,1,12,23
 5- 6-2012,1,1,1.6666666666666667,11,11,0,0,0,176,59,30,8,20,49,0.257,4.6,0,1,5,0,257,0,31,1,1,3,7
 5- 8-2012,0,1,1.3333333333333333,27,27,1,1,0,519,184,68,17,31,90,0.274,3.54,2,10,4,0,714,0,76,3,5,26,5
 5- 9-2012,0,1,0.4,11,11,0,0,0,189,80,42,9,8,33,0.313,6,2,0,2,0,268,0,46,1,1,10,21
 5-11-2012,0,1,1.7777777777777777,29,29,0,0,0,574,156,83,14,89,221,0.22,3.9,1,8,10,0,816,0,89,2,7,12,28
 5-12-2012,0,1,1.6363636363636365,32,32,4,2,0,640,210,78,22,59,133,0.258,3.29,0,2,1,0,876,0,82,1,2,27,2
 5-13-2012,0,1,3.0,8,7,1,0,0,128,28,15,5,23,37,0.187,3.16,0,0,2,0,175,0,15,0,0,5,10
 5-14-2012,1,1,0.18181818181818182,18,13,0,0,0,220,96,53,7,37,46,0.327,6.5,3,2,5,1,342,3,56,3,3,11,0
 5-15-2012,1,1,1.1111111111111112,24,24,0,0,0,457,161,58,17,23,91,0.266,3.43,3,0,1,0,636,0,62,3,4,14,29
 5-16-2012,1,1,1.0909090909090908,29,29,0,0,0,504,166,80,22,63,144,0.259,4.29,2,8,14,0,724,0,84,3,3,22,10
 5-17-2012,1,1,2.125,30,29,1,0,0,576,167,65,19,51,192,0.235,3.05,5,6,6,0,772,0,66,1,3,20,0
 5-18-2012,0,1,0.6666666666666666,6,6,0,0,0,92,34,18,4,13,7,0.281,5.28,3,0,0,0,137,0,19,3,0,3,25
 5-19-2012,0,1,2.6666666666666665,18,14,0,0,0,277,86,30,7,23,51,0.249,2.92,0,1,1,1,383,1,36,9,5,5,5
 5-20-2012,0,1,0.25,24,15,1,0,1,291,89,51,10,39,80,0.243,4.73,3,5,1,1,411,3,59,2,2,5,36
 5-21-2012,0,1,1.3,31,31,1,0,0,570,207,79,24,36,137,0.278,3.74,2,2,4,0,791,0,90,3,3,19,7
 5-22-2012,0,1,0.0,5,4,0,0,0,63,26,15,4,10,10,0.317,6.43,0,0,3,0,98,1,18,0,3,1,4
 5-23-2012,0,1,1.625,29,29,0,0,0,544,166,70,11,63,140,0.248,3.47,3,10,3,0,751,0,71,7,8,17,0
 5-24-2012,0,1,1.2727272727272727,33,33,2,0,0,652,201,93,35,55,141,0.245,3.85,1,5,3,0,887,0,94,3,6,21,5
 5-25-2012,0,1,1.0,26,26,0,0,0,457,168,75,23,24,67,0.281,4.43,0,3,10,0,638,0,76,1,5,15,0
 5-26-2012,0,1,1.4444444444444444,33,33,5,5,0,696,209,79,14,56,223,0.241,3.06,0,13,12,2,939,0,84,2,2,23,6
 5-27-2012,0,1,0.16666666666666666,22,18,0,0,0,320,107,69,21,39,68,0.266,5.82,1,1,2,2,453,4,71,3,7,9,17
 5-28-2012,1,1,1.2307692307692308,32,32,1,0,0,574,196,89,35,46,165,0.259,4.19,0,3,6,0,815,0,101,1,4,10,19
 5-29-2012,1,1,1.25,12,12,0,0,0,226,65,24,8,21,69,0.232,2.87,0,1,0,0,303,0,26,2,0,7,10
 5-30-2012,1,1,1.5,28,28,0,0,0,511,194,95,28,56,153,0.288,5.02,3,6,10,2,748,0,100,3,6,19,13
 6- 1-2012,1,1,1.0,16,16,2,0,0,315,99,40,16,14,93,0.245,3.43,0,2,6,0,427,0,48,1,2,5,19
 6- 2-2012,1,1,1.7777777777777777,29,29,0,0,0,574,156,83,14,89,221,0.22,3.9,1,8,10,0,816,0,89,2,7,12,15
 6- 3-2012,1,1,1.6363636363636365,32,32,4,2,0,640,210,78,22,59,133,0.258,3.29,0,2,1,0,876,0,82,1,2,27,8
 6- 4-2012,1,1,1.2727272727272727,33,33,2,0,0,652,201,93,35,55,141,0.245,3.85,1,5,3,0,887,0,94,3,6,21,20
 6- 5-2012,1,1,1.0,26,26,0,0,0,457,168,75,23,24,67,0.281,4.43,0,3,10,0,638,0,76,1,5,15,2
 6- 6-2012,1,1,0.16666666666666666,22,18,0,0,0,320,107,69,21,39,68,0.266,5.82,1,1,2,2,453,4,71,3,7,9,7
 6- 8-2012,0,1,0.2222222222222222,23,20,0,0,0,294,114,60,13,51,64,0.288,5.51,9,6,5,0,459,0,66,5,2,3,27
 6- 9-2012,0,1,0.8571428571428571,24,24,0,0,0,339,145,70,15,22,76,0.316,5.58,5,2,8,0,502,0,71,10,3,9,29
 6-10-2012,0,1,0.625,16,16,0,0,0,254,102,58,14,30,74,0.303,6.17,0,8,2,0,377,0,61,6,2,6,14
 6-11-2012,0,1,1.0,33,33,0,0,0,595,188,82,25,54,162,0.254,3.72,4,6,2,0,817,0,91,16,4,16,33
 6-12-2012,0,1,1.0,31,31,0,0,0,539,167,72,14,85,131,0.246,3.61,10,4,4,0,786,0,85,9,10,13,2
 6-13-2012,0,1,0.16666666666666666,10,10,0,0,0,169,63,26,5,20,34,0.289,4.15,2,1,0,0,241,0,27,0,3,9,8
 6-15-2012,1,1,1.0833333333333333,32,32,2,1,0,600,184,84,16,74,156,0.25,3.78,0,10,11,2,839,0,93,12,6,23,0
 6-16-2012,1,1,0.6,21,21,1,1,0,390,146,61,17,31,89,0.28,4.22,1,2,2,0,561,0,68,5,2,6,0
 6-17-2012,1,1,1.25,33,33,1,0,0,625,216,93,28,55,187,0.266,4.02,4,5,14,4,899,0,101,13,5,9,7
 6-18-2012,1,1,3.2,32,32,2,2,0,658,177,68,21,51,193,0.222,2.79,1,8,9,0,876,0,73,11,9,14,22
 6-19-2012,1,1,1.875,32,32,1,1,0,553,186,85,20,70,114,0.263,4.15,6,1,5,0,799,0,91,12,4,16,26
 6-20-2012,1,1,1.5555555555555556,31,31,0,0,0,569,171,71,17,62,158,0.242,3.37,7,3,8,0,788,0,76,7,4,13,8
 6-22-2012,1,1,1.1111111111111112,25,25,0,0,0,449,148,59,11,45,128,0.257,3.55,2,5,5,0,634,0,66,6,3,8,20
 6-23-2012,1,1,1.0,33,33,0,0,0,595,188,82,25,54,162,0.254,3.72,4,6,2,0,817,0,91,16,4,16,8
 6-24-2012,1,1,1.0,31,31,0,0,0,539,167,72,14,85,131,0.246,3.61,10,4,4,0,786,0,85,9,10,13,13
 6-26-2012,0,1,0.6,34,16,0,0,0,294,112,53,15,41,81,0.284,4.87,4,0,0,0,441,2,61,2,3,9,7
 6-27-2012,0,1,1.3333333333333333,20,20,1,1,0,354,104,45,9,42,113,0.234,3.43,2,3,2,0,493,0,48,3,1,8,20
 6-28-2012,0,1,0.5,21,9,0,0,0,184,70,39,11,23,51,0.294,5.72,0,0,3,0,270,2,40,3,3,8,19
 6-29-2012,0,1,1.0,38,16,0,0,0,376,113,58,23,46,122,0.242,4.16,4,6,3,1,521,9,59,2,4,12,8
 6-30-2012,0,1,0.6428571428571429,31,31,1,1,0,562,216,101,29,54,79,0.29,4.85,2,3,3,1,807,0,110,2,4,30,0
 7- 1-2012,0,1,0.6666666666666666,22,16,0,0,0,302,100,51,17,37,48,0.26,4.56,1,2,5,0,429,1,56,2,0,10,25
 7- 2-2012,0,5,0.5294117647058824,31,31,0,0,0,530,190,106,25,95,143,0.273,5.4,3,16,8,1,805,0,116,2,3,11,0
 7- 3-2012,0,1,0.75,22,22,0,0,0,376,133,59,19,38,110,0.268,4.24,0,0,1,2,543,0,78,2,5,6,21
 7- 4-2012,0,1,0.8,21,21,1,1,0,357,156,73,8,45,41,0.321,5.52,3,5,3,1,542,0,79,3,5,21,13
 7- 5-2012,1,1,0.3333333333333333,24,18,0,0,0,344,122,79,16,35,109,0.272,6.2,3,4,5,0,496,1,82,3,4,8,31
 7- 6-2012,1,1,2.25,18,15,0,0,0,316,92,38,13,35,77,0.235,3.25,2,3,5,2,434,0,38,1,2,8,14
 7- 7-2012,1,1,1.3333333333333333,20,20,1,1,0,354,104,45,9,42,113,0.234,3.43,2,3,2,0,493,0,48,3,1,8,4
 7- 8-2012,1,1,1.0909090909090908,32,32,0,0,0,578,186,86,29,57,154,0.25,4.02,0,2,5,1,818,0,97,5,8,10,14
 7-13-2012,0,1,1.4545454545454546,33,33,3,2,0,659,205,81,25,51,167,0.249,3.32,2,13,8,0,891,0,86,7,3,23,20
 7-14-2012,0,1,1.1666666666666667,30,17,0,0,0,322,112,62,18,35,89,0.27,5.2,2,10,3,1,461,10,64,4,4,7,23
 7-15-2012,0,1,1.5,28,28,0,0,0,511,194,95,28,56,153,0.288,5.02,3,6,10,2,748,0,100,3,6,19,16
 7-16-2012,0,1,0.8333333333333334,31,31,0,0,0,529,226,90,16,44,107,0.31,4.59,3,6,6,0,783,0,101,2,3,21,9
 7-17-2012,0,1,1.0,3,3,0,0,0,37,17,11,4,7,7,0.321,8.03,1,1,0,0,61,0,11,0,1,0,29
 7-18-2012,0,1,1.0,26,26,2,1,0,485,156,62,15,37,137,0.249,3.45,1,1,7,0,673,0,73,3,0,16,10
 7-19-2012,0,1,2.2857142857142856,32,32,0,0,0,563,179,78,23,60,231,0.25,3.74,2,2,5,1,787,0,82,5,1,8,14
 7-20-2012,1,1,1.7142857142857142,29,27,0,0,0,526,162,91,32,52,145,0.243,4.67,0,1,3,0,730,1,100,5,4,9,19
 7-21-2012,1,1,1.7777777777777777,29,29,0,0,0,574,156,83,14,89,221,0.22,3.9,1,8,10,0,816,0,89,2,7,12,14
 7-22-2012,1,1,1.6363636363636365,32,32,4,2,0,640,210,78,22,59,133,0.258,3.29,0,2,1,0,876,0,82,1,2,27,17
 7-23-2012,1,1,0.7857142857142857,34,34,0,0,0,575,215,108,33,47,140,0.281,5.07,3,5,8,0,827,0,114,3,5,11,8
 7-24-2012,1,1,0.6666666666666666,16,16,0,0,0,269,111,53,12,33,59,0.313,5.32,1,4,1,0,396,0,54,2,5,13,2
 7-25-2012,1,1,0.5,32,32,2,1,0,556,202,118,27,61,144,0.281,5.73,3,8,13,0,800,0,127,4,3,17,27
 7-27-2012,1,1,1.2222222222222223,23,23,2,1,0,409,130,61,11,40,106,0.254,4.03,2,8,9,1,569,0,67,3,6,15,5
 7-28-2012,1,1,1.0,31,31,0,0,0,532,158,75,18,81,175,0.238,3.81,5,8,7,1,759,0,85,3,4,17,0
 7-30-2012,0,1,1.3333333333333333,17,9,0,0,0,177,79,38,11,11,59,0.32,5.8,0,3,3,2,264,2,41,3,0,6,29
 7-31-2012,0,1,1.7142857142857142,29,27,0,0,0,526,162,91,32,52,145,0.243,4.67,0,1,3,0,730,1,100,5,4,9,23
 8- 1-2012,0,1,1.7777777777777777,29,29,0,0,0,574,156,83,14,89,221,0.22,3.9,1,8,10,0,816,0,89,2,7,12,6
 8- 2-2012,0,1,2.3333333333333335,12,12,0,0,0,207,74,39,10,25,70,0.276,5.09,0,2,1,0,300,0,43,3,3,4,21
 8- 3-2012,0,1,1.0,26,16,1,1,0,306,113,73,23,44,85,0.276,6.44,1,9,4,0,462,6,74,1,4,6,19
 8- 4-2012,0,1,1.0909090909090908,29,29,0,0,0,504,166,80,22,63,144,0.259,4.29,2,8,14,0,724,0,84,3,3,22,12
 8- 5-2012,0,1,1.5,12,11,0,0,0,170,54,34,7,32,58,0.251,5.4,1,5,3,0,253,0,34,2,1,4,2
 8- 6-2012,0,1,1.625,29,29,0,0,0,544,166,70,11,63,140,0.248,3.47,3,10,3,0,751,0,71,7,8,17,27
 8- 7-2012,0,1,1.1111111111111112,24,24,0,0,0,457,161,58,17,23,91,0.266,3.43,3,0,1,0,636,0,62,3,4,14,14
 8- 8-2012,0,1,2.0,7,7,0,0,0,118,36,17,11,16,32,0.237,3.89,1,0,2,0,172,0,19,1,1,0,5
 8-10-2012,1,1,1.4444444444444444,33,33,5,5,0,696,209,79,14,56,223,0.241,3.06,0,13,12,2,939,0,84,2,2,23,22
 8-11-2012,1,1,1.8,30,16,0,0,2,376,117,44,17,43,101,0.248,3.16,3,5,3,0,519,6,49,1,1,19,3
 8-12-2012,1,1,1.2727272727272727,33,33,2,0,0,652,201,93,35,55,141,0.245,3.85,1,5,3,0,887,0,94,3,6,21,0
 8-13-2012,1,1,0.7333333333333333,34,34,1,0,0,619,212,113,18,88,159,0.269,4.93,1,14,13,0,906,0,122,6,11,26,14
 8-14-2012,1,1,0.5294117647058824,31,31,0,0,0,530,190,106,25,95,143,0.273,5.4,3,16,8,1,805,0,116,2,3,11,12
 8-15-2012,1,1,0.0,3,3,0,0,0,43,17,12,4,3,2,0.304,7.53,0,1,1,0,62,0,15,0,2,1,21
 8-16-2012,1,1,4.0,31,31,2,1,0,633,173,60,16,59,205,0.226,2.56,2,8,5,1,836,0,63,2,3,20,5
 8-17-2012,1,1,1.5,33,33,3,2,0,683,208,89,25,58,223,0.239,3.52,2,7,11,1,944,0,103,3,2,20,8
 8-18-2012,1,1,1.2222222222222223,23,23,2,1,0,409,130,61,11,40,106,0.254,4.03,2,8,9,1,569,0,67,3,6,15,33
 8-19-2012,1,1,1.0,31,31,0,0,0,532,158,75,18,81,175,0.238,3.81,5,8,7,1,759,0,85,3,4,17,14
 8-21-2012,0,1,0.36363636363636365,18,18,1,1,0,282,117,59,15,21,20,0.304,5.65,1,2,1,0,411,0,68,2,2,13,10
 8-22-2012,0,1,1.375,29,29,2,1,0,568,187,96,25,64,129,0.263,4.56,2,2,12,2,802,0,104,5,9,27,5
 8-23-2012,0,1,0.75,37,9,0,0,1,229,64,32,11,30,76,0.224,3.77,3,3,6,5,325,5,38,0,3,5,29
 8-24-2012,0,1,0.8333333333333334,31,31,0,0,0,529,226,90,16,44,107,0.31,4.59,3,6,6,0,783,0,101,2,3,21,0
 8-25-2012,0,1,1.3333333333333333,23,18,0,0,0,298,93,44,12,33,94,0.247,3.99,1,3,2,0,416,0,49,2,3,6,0
 8-26-2012,0,1,2.2857142857142856,32,32,0,0,0,563,179,78,23,60,231,0.25,3.74,2,2,5,1,787,0,82,5,1,8,5
 8-28-2012,1,1,1.375,29,29,2,1,0,568,187,96,25,64,129,0.263,4.56,2,2,12,2,802,0,104,5,9,27,22
 8-29-2012,1,1,0.0,2,2,0,0,0,17,17,14,4,0,3,0.515,22.24,0,0,1,0,34,0,14,0,0,1,5
 8-30-2012,1,1,0.6428571428571429,33,33,3,0,0,616,216,110,25,68,166,0.273,4.82,2,6,4,0,876,0,117,5,7,27,4
 8-31-2012,0,1,0.5,28,28,1,1,0,483,168,76,13,56,107,0.271,4.25,3,5,3,0,689,0,86,6,4,20,16
 9- 1-2012,0,1,1.4444444444444444,33,33,5,5,0,696,209,79,14,56,223,0.241,3.06,0,13,12,2,939,0,84,2,2,23,8
 9- 2-2012,0,1,1.8,30,16,0,0,2,376,117,44,17,43,101,0.248,3.16,3,5,3,0,519,6,49,1,1,19,0
 9- 3-2012,0,1,1.3,31,31,1,0,0,570,207,79,24,36,137,0.278,3.74,2,2,4,0,791,0,90,3,3,19,12
 9- 4-2012,0,1,1.625,29,29,0,0,0,544,166,70,11,63,140,0.248,3.47,3,10,3,0,751,0,71,7,8,17,8
 9- 5-2012,0,1,1.3333333333333333,18,18,0,0,0,333,115,40,10,24,73,0.267,3.24,2,0,6,0,469,0,44,5,4,8,7
 9- 7-2012,1,1,2.2857142857142856,32,32,0,0,0,563,179,78,23,60,231,0.25,3.74,2,2,5,1,787,0,82,5,1,8,7
 9- 8-2012,1,1,2.125,33,33,6,1,0,715,192,70,19,60,239,0.217,2.64,2,2,5,1,956,0,81,4,3,16,18
 9- 9-2012,1,1,0.6666666666666666,12,12,1,1,0,224,81,31,8,15,57,0.275,3.74,1,3,3,0,316,0,36,1,2,3,14
 9-10-2012,1,1,1.625,29,29,0,0,0,544,166,70,11,63,140,0.248,3.47,3,10,3,0,751,0,71,7,8,17,12
 9-11-2012,1,1,2.0,7,7,0,0,0,118,36,17,11,16,32,0.237,3.89,1,0,2,0,172,0,19,1,1,0,13
 9-12-2012,1,1,7.0,15,15,0,0,0,247,74,28,10,19,64,0.236,3.06,0,0,1,0,336,0,29,0,2,2,3
 9-13-2012,1,1,2.0,6,6,0,0,0,105,29,10,1,7,25,0.225,2.57,1,1,1,0,137,0,11,0,0,3,9
 9-14-2012,0,1,0.7857142857142857,34,34,0,0,0,575,215,108,33,47,140,0.281,5.07,3,5,8,0,827,0,114,3,5,11,8
 9-15-2012,0,1,1.6666666666666667,14,14,0,0,0,273,84,32,9,19,56,0.248,3.16,0,1,2,1,366,0,37,3,3,5,5
 9-16-2012,0,1,0.6666666666666666,16,16,0,0,0,269,111,53,12,33,59,0.313,5.32,1,4,1,0,396,0,54,2,5,13,2
 9-18-2012,1,1,2.3333333333333335,12,12,0,0,0,207,74,39,10,25,70,0.276,5.09,0,2,1,0,300,0,43,3,3,4,13
 9-19-2012,1,1,1.7142857142857142,29,27,0,0,0,526,162,91,32,52,145,0.243,4.67,0,1,3,0,730,1,100,5,4,9,3
 9-20-2012,1,1,1.7777777777777777,29,29,0,0,0,574,156,83,14,89,221,0.22,3.9,1,8,10,0,816,0,89,2,7,12,0
 9-21-2012,1,1,0.9166666666666666,32,32,4,1,0,657,191,82,27,49,194,0.234,3.37,1,3,10,2,882,0,88,1,6,14,23
 9-22-2012,1,1,1.0,25,22,0,0,0,409,142,57,14,42,81,0.275,3.76,4,10,3,2,568,2,62,5,1,14,6
 9-23-2012,1,1,1.0909090909090908,29,29,0,0,0,504,166,80,22,63,144,0.259,4.29,2,8,14,0,724,0,84,3,3,22,4
 9-25-2012,1,1,0.3333333333333333,16,8,0,0,0,177,47,22,6,12,48,0.217,3.36,1,0,3,0,238,2,26,1,5,4,15
 9-26-2012,1,1,1.4444444444444444,33,33,5,5,0,696,209,79,14,56,223,0.241,3.06,0,13,12,2,939,0,84,2,2,23,4
 9-27-2012,1,1,1.8,30,16,0,0,2,376,117,44,17,43,101,0.248,3.16,3,5,3,0,519,6,49,1,1,19,2
 9-28-2012,0,1,2.3333333333333335,12,12,0,0,0,207,74,39,10,25,70,0.276,5.09,0,2,1,0,300,0,43,3,3,4,22
 9-30-2012,0,1,1.7777777777777777,29,29,0,0,0,574,156,83,14,89,221,0.22,3.9,1,8,10,0,816,0,89,2,7,12,26
 9-30-2012,0,1,1.7142857142857142,29,27,0,0,0,526,162,91,32,52,145,0.243,4.67,0,1,3,0,730,1,100,5,4,9,4
