Date,Home,Opponent,GS,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,BP,Pos,Draftkings Score
 7- 2-2016,0,3,0.8,37,21,0,0,0,418,130,74,21,55,93,0.25,4.78,1,1,5,0,588,7,80,2,6,17,16
 7- 3-2016,0,3,11
 7- 4-2016,0,2,1.0,21,21,0,0,0,390,125,59,20,40,109,0.251,4.08,0,3,5,1,549,0,62,3,2,7,5
 7- 5-2016,0,9,1.6666666666666667,33,33,0,0,0,563,170,77,29,54,166,0.241,3.69,3,3,4,1,773,0,80,3,6,14,2
 7- 6-2016,0,3,0.5833333333333334,30,30,0,0,0,526,174,95,32,49,167,0.259,4.88,2,10,2,0,738,0,103,5,11,10,25
 7- 7-2016,0,3,0.75,19,19,0,0,0,267,93,35,5,51,98,0.269,3.54,0,6,0,1,401,0,44,2,2,7,13
 7- 8-2016,0,3,0.6666666666666666,29,25,1,0,1,427,150,86,16,72,125,0.268,5.44,1,5,3,1,638,2,93,1,1,12,16
 7- 9-2016,0,3,0.75,23,23,0,0,0,354,126,71,16,61,85,0.276,5.42,2,6,1,0,526,0,74,1,6,13,5
 7-10-2016,0,3,2.6666666666666665,30,30,0,0,0,516,155,72,19,66,140,0.244,3.77,1,9,7,0,715,0,73,2,4,20,7
 7-15-2016,1,3,0.625,24,23,0,0,0,405,132,56,11,35,95,0.254,3.73,1,3,6,0,566,0,61,1,5,10,2
 7-16-2016,1,3,0.3333333333333333,22,22,1,0,0,343,139,86,31,55,78,0.296,6.77,1,7,7,0,538,0,89,1,4,8,2
 7-17-2016,1,3,0.5,18,2,0,0,0,74,33,18,5,16,18,0.324,6.57,1,2,2,0,122,8,27,0,2,3,11
 7-18-2016,1,3,1.75,23,23,0,0,0,357,116,67,28,46,107,0.256,5.07,1,0,7,1,509,0,68,0,3,10,25
 7-19-2016,1,3,0.0,2,2,0,0,0,28,15,13,4,5,3,0.357,12.54,1,0,0,0,48,0,13,0,1,0,16
 7-20-2016,1,3,0.9090909090909091,33,33,0,0,0,596,205,97,18,76,103,0.27,4.39,0,3,4,2,855,0,110,9,8,36,12
 7-22-2016,0,3,1.2,14,14,0,0,0,243,80,29,5,45,106,0.261,3.22,1,9,0,2,352,0,29,0,0,10,2
 7-23-2016,0,3,1.3,33,33,1,0,0,554,206,89,25,54,177,0.282,4.34,1,9,5,0,796,0,92,1,5,15,2
 7-24-2016,0,3,1.375,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0,17,7,0,724,0,89,3,5,6,5
 7-25-2016,0,3,1.0,33,33,0,0,0,587,173,80,33,66,184,0.236,3.68,1,4,13,0,818,0,81,1,5,9,10
 7-26-2016,0,3,0.8888888888888888,33,14,0,0,0,375,146,65,24,37,89,0.291,4.68,3,1,6,1,551,3,67,3,3,10,18
 7-27-2016,0,3,4.0,42,26,1,0,0,539,163,70,27,42,188,0.241,3.51,0,4,7,0,731,5,71,4,2,13,9
 7-28-2016,1,3,1.8888888888888888,35,35,2,0,0,690,227,102,30,50,228,0.258,3.99,1,4,7,0,951,0,106,8,7,19,5
 7-29-2016,1,3,5.5,33,33,3,0,0,669,193,78,23,32,189,0.23,3.15,0,3,13,0,890,0,85,2,3,16,0
 7-30-2016,1,2,0.6,14,13,0,0,0,206,70,35,14,24,71,0.262,4.59,1,3,0,0,292,1,35,1,0,6,7
 7-31-2016,1,3,2.1666666666666665,24,24,4,1,0,470,138,58,12,57,127,0.235,3.33,1,10,8,0,656,0,74,2,2,16,12
 8- 2-2016,1,3,0.7777777777777778,25,24,0,0,0,434,135,62,20,37,124,0.248,3.86,1,3,4,0,594,0,65,4,4,13,9
 8- 3-2016,1,3,0.9090909090909091,31,31,2,1,0,558,196,85,22,47,108,0.271,4.11,2,2,7,0,786,0,87,2,6,19,15
 8- 4-2016,1,8,0.5,9,9,0,0,0,139,57,31,8,19,23,0.313,6.02,1,2,0,0,203,0,32,1,1,10,2
 8- 5-2016,0,3,1.375,25,25,0,0,0,460,138,65,19,65,122,0.239,3.82,0,6,10,0,655,0,76,3,0,17,18
 8- 6-2016,0,3,0.7272727272727273,25,25,1,1,0,403,129,63,27,37,119,0.247,4.22,2,4,8,1,573,0,75,3,3,8,32
 8- 7-2016,0,2,0.8571428571428571,20,20,0,0,0,363,134,51,9,24,117,0.279,3.79,3,5,1,0,511,0,62,0,6,17,0
 8- 9-2016,0,3,0
 8-10-2016,0,3,8
 8-11-2016,0,3,2.0,32,32,3,2,0,645,170,75,22,57,227,0.216,3.14,1,5,7,1,860,0,82,6,2,17,16
 8-12-2016,0,3,1.375,25,25,1,1,0,439,134,54,21,34,150,0.24,3.32,2,4,3,1,599,0,64,1,3,9,7
 8-13-2016,0,3,1.0,17,10,0,0,0,159,50,31,8,29,50,0.246,5.26,0,2,0,0,233,3,31,0,1,1,9
 8-15-2016,1,3,1.375,25,25,0,0,0,460,138,65,19,65,122,0.239,3.82,0,6,10,0,655,0,76,3,0,17,23
 8-16-2016,1,3,2.5,11,10,0,0,0,168,43,22,12,18,40,0.214,3.54,0,2,0,0,221,1,25,0,2,5,8
 8-17-2016,1,3,5
 8-18-2016,1,3,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,8
 8-19-2016,1,3,3.5,31,31,0,0,0,599,179,68,22,36,165,0.236,3.07,0,7,3,0,805,0,75,4,3,10,6
 8-20-2016,1,2,1.0,17,9,0,0,0,211,64,34,16,14,46,0.241,4.35,0,2,3,0,285,5,36,1,1,3,2
 8-21-2016,1,2,0.5,12,8,0,0,1,137,49,24,12,15,52,0.272,4.73,0,1,1,0,198,4,26,1,1,3,5
 8-23-2016,0,2,0.6666666666666666,30,29,0,0,0,509,169,84,28,63,126,0.258,4.46,0,5,6,1,728,1,97,1,3,21,10
 8-24-2016,0,2,1.0,29,29,0,0,0,528,132,68,23,65,165,0.203,3.48,1,5,4,0,723,0,73,0,3,6,26
 8-25-2016,0,2,5.0,32,32,0,0,0,585,168,69,22,60,163,0.231,3.18,0,3,6,2,796,0,72,2,2,21,19
 8-26-2016,0,2,1.7777777777777777,34,34,2,0,0,683,171,77,30,57,254,0.207,3.04,1,6,8,0,903,0,81,4,7,8,2
 8-27-2016,0,2,1.5714285714285714,26,26,1,1,0,477,136,54,16,42,132,0.231,3.06,1,1,9,1,647,0,57,4,2,17,6
 8-28-2016,0,2,0.5384615384615384,35,26,0,0,0,460,171,100,30,53,135,0.285,5.87,1,7,5,2,668,3,108,4,6,13,5
 8-29-2016,1,2,1.75,34,31,0,0,0,574,154,80,31,73,162,0.22,3.76,4,3,11,1,792,0,80,6,3,10,28
 8-30-2016,1,2,1.0,13,13,0,0,0,209,64,31,13,20,47,0.251,4,1,0,5,0,287,0,32,6,1,8,17
 9- 2-2016,0,3,2.5,11,10,0,0,0,168,43,22,12,18,40,0.214,3.54,0,2,0,0,221,1,25,0,2,5,22
 9- 3-2016,0,3,0.7272727272727273,25,25,1,1,0,403,129,63,27,37,119,0.247,4.22,2,4,8,1,573,0,75,3,3,8,27
 9- 4-2016,0,2,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,11
 9- 5-2016,0,2,20
 9- 6-2016,0,2,0.5,24,6,0,0,2,210,72,33,9,6,27,0.265,4.24,0,2,1,1,281,7,35,0,2,6,9
 9- 9-2016,1,3,1.4,17,17,0,0,0,301,81,38,12,31,132,0.214,3.41,1,6,3,0,416,0,43,0,4,3,3
 9-10-2016,1,3,3.0,32,32,0,0,0,602,185,74,24,77,200,0.243,3.32,1,4,8,1,848,0,83,1,2,19,15
 9-11-2016,1,3,1.2,19,19,1,0,0,349,103,48,19,28,73,0.236,3.71,0,1,3,0,472,0,53,1,3,9,2
 9-12-2016,1,3,2.5,11,10,0,0,0,168,43,22,12,18,40,0.214,3.54,0,2,0,0,221,1,25,0,2,5,3
 9-13-2016,1,3,0.7272727272727273,25,25,1,1,0,403,129,63,27,37,119,0.247,4.22,2,4,8,1,573,0,75,3,3,8,0
 9-14-2016,1,3,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,2
 9-15-2016,1,3,5.0,32,32,0,0,0,585,168,69,22,60,163,0.231,3.18,0,3,6,2,796,0,72,2,2,21,4
 9-16-2016,1,2,0.6666666666666666,30,29,0,0,0,509,169,84,28,63,126,0.258,4.46,0,5,6,1,728,1,97,1,3,21,6
 9-17-2016,1,3,1.0,10,8,0,0,0,148,42,16,7,16,52,0.222,2.92,0,1,2,0,208,0,22,0,1,6,15
 9-18-2016,1,3,0.9,32,32,0,0,0,612,209,99,21,54,166,0.264,4.37,0,9,4,1,855,0,104,2,2,22,13
 9-19-2016,0,2,0.9090909090909091,33,33,0,0,0,596,205,97,18,76,103,0.27,4.39,0,3,4,2,855,0,110,9,8,36,10
 9-20-2016,0,2,1.75,23,23,0,0,0,357,116,67,28,46,107,0.256,5.07,1,0,7,1,509,0,68,0,3,10,11
 9-21-2016,0,2,0.7777777777777778,22,20,0,0,0,322,116,59,15,35,67,0.276,4.95,2,2,2,0,461,0,62,1,2,8,20
 9-22-2016,0,2,1.375,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0,17,7,0,724,0,89,3,5,6,4
 9-23-2016,0,3,0.9230769230769231,32,32,0,0,0,541,195,93,24,62,115,0.276,4.64,1,10,7,0,779,0,98,0,3,20,16
 9-24-2016,0,3,0.0,10,5,0,0,0,95,21,13,6,14,28,0.186,3.69,0,2,0,0,127,3,15,0,0,3,22
 9-25-2016,0,2,1.0,11,10,0,0,0,186,59,28,9,16,55,0.25,4.06,0,0,3,0,256,1,28,0,1,4,0
 9-26-2016,1,3,0.7777777777777778,25,24,0,0,0,434,135,62,20,37,124,0.248,3.86,1,3,4,0,594,0,65,4,4,13,21
 9-27-2016,1,3,0.2222222222222222,14,14,0,0,0,216,83,52,9,33,71,0.284,6.5,0,5,4,0,332,0,54,2,1,3,9
 9-28-2016,1,2,0.45454545454545453,22,22,0,0,0,351,133,74,18,42,94,0.286,5.69,0,15,2,0,517,0,80,0,7,9,7
 9-30-2016,1,2,0.0,10,5,0,0,0,95,21,13,6,14,28,0.186,3.69,0,2,0,0,127,3,15,0,0,3,12
10- 1-2016,1,3,1.3,33,33,1,0,0,554,206,89,25,54,177,0.282,4.34,1,9,5,0,796,0,92,1,5,15,2
10- 2-2016,1,3,0.0,5,1,0,0,0,25,15,14,0,7,3,0.385,15.12,0,0,1,0,48,2,14,0,1,0,14
 4- 3-2017,0,3,1.5,19,19,0,0,0,316,114,49,12,32,70,0.28,4.19,1,5,4,0,444,0,50,0,1,15,21
 4- 4-2017,0,3,1.2,29,29,0,0,0,476,167,77,18,55,140,0.268,4.37,1,8,10,0,692,0,88,1,2,14,10
 4- 5-2017,0,3,0.9,24,24,0,0,0,387,133,80,28,53,105,0.267,5.58,1,9,4,2,566,0,91,4,5,10,10
 4- 6-2017,0,3,0.8333333333333334,12,12,0,0,0,196,68,31,9,19,50,0.266,4.27,0,5,4,0,283,0,42,1,3,5,2
 4- 7-2017,1,3,0.5,28,22,0,0,1,392,138,83,24,60,94,0.271,5.72,3,7,2,0,578,4,84,4,3,12,7
 4- 8-2017,1,3,1.2,16,16,0,0,0,260,86,42,17,26,78,0.258,4.36,0,8,6,0,368,0,46,1,1,10,16
 4- 9-2017,1,3,0.0,6,6,0,0,0,93,27,15,7,12,16,0.237,4.35,0,1,2,0,128,0,16,0,0,5,6
 4-11-2017,1,3,1.8333333333333333,24,24,1,0,0,444,125,69,18,53,105,0.228,4.2,1,6,11,0,614,0,74,0,2,15,16
 4-12-2017,1,3,1.0,18,15,1,1,0,232,76,51,20,28,61,0.253,5.94,0,2,6,0,338,2,52,0,4,4,14
 4-13-2017,1,3,0.6666666666666666,22,22,0,0,0,411,115,61,20,45,148,0.225,4.01,0,9,5,1,564,0,63,1,3,11,13
 4-14-2017,0,3,0.9,24,24,0,0,0,439,143,62,13,41,130,0.257,3.81,0,2,4,2,609,0,67,6,2,15,5
 4-15-2017,0,3,1.0,9,8,0,0,0,136,41,21,9,13,51,0.237,4.17,1,2,2,0,188,0,21,0,0,2,12
 4-16-2017,0,3,0.38461538461538464,30,30,0,0,0,462,143,92,34,61,131,0.246,5.38,2,4,5,1,655,0,99,1,6,11,0
 4-17-2017,0,3,2.0,25,25,0,0,0,440,125,59,14,50,163,0.228,3.62,1,4,13,0,617,0,65,2,2,16,13
 4-18-2017,0,3,0.875,38,15,0,0,2,328,117,58,18,28,98,0.277,4.77,1,4,4,0,462,5,59,5,2,11,11
 4-19-2017,0,2,2.8,23,23,1,0,0,437,116,47,15,47,125,0.218,2.9,0,1,2,0,584,0,50,1,0,23,6
 4-20-2017,0,3,1.75,22,22,0,0,0,356,114,56,8,40,132,0.249,4.25,1,8,11,1,512,0,61,2,2,13,14
 4-21-2017,1,3,0.0,3,3,0,0,0,45,19,11,5,8,10,0.311,6.6,1,1,1,0,70,0,11,0,0,1,21
 4-22-2017,1,3,0.0,4,2,0,0,0,40,21,13,2,11,7,0.356,8.78,3,0,0,0,72,2,14,1,1,0,14
 4-23-2017,1,2,1.4444444444444444,33,33,2,0,0,603,201,69,21,62,164,0.264,3.09,1,3,6,1,834,0,82,0,4,34,11
 4-24-2017,1,3,1.2,18,18,0,0,0,248,91,54,11,43,74,0.28,5.88,1,4,2,1,375,0,57,2,3,9,10
 4-25-2017,1,3,0.5,14,13,0,0,0,209,78,41,4,27,55,0.283,5.3,0,2,3,0,316,1,46,3,6,8,16
 4-26-2017,1,3,1.2,29,29,0,0,0,476,167,77,18,55,140,0.268,4.37,1,8,10,0,692,0,88,1,2,14,10
 4-27-2017,1,3,1.5,19,19,0,0,0,316,114,49,12,32,70,0.28,4.19,1,5,4,0,444,0,50,0,1,15,7
 4-28-2017,0,3,0.375,23,18,0,0,0,334,124,70,26,28,67,0.279,5.66,0,3,2,0,478,2,74,2,1,8,26
 4-29-2017,0,3,0.6666666666666666,22,22,0,0,0,411,115,61,20,45,148,0.225,4.01,0,9,5,1,564,0,63,1,3,11,14
 4-30-2017,0,3,1.0833333333333333,32,32,0,0,0,555,221,99,23,63,115,0.301,4.82,3,4,6,0,811,0,108,4,3,32,7
 5- 2-2017,0,3,2.4,24,24,0,0,0,408,113,45,9,37,156,0.223,2.98,1,15,3,1,552,0,47,1,5,7,15
 5- 3-2017,0,3,0.0,6,6,0,0,0,93,27,15,7,12,16,0.237,4.35,0,1,2,0,128,0,16,0,0,5,18
 5- 5-2017,1,3,2.8,23,23,1,0,0,437,116,47,15,47,125,0.218,2.9,0,1,2,0,584,0,50,1,0,23,7
 5-11-2017,1,3,0.8333333333333334,25,25,1,0,0,494,150,70,13,40,114,0.243,3.83,2,3,8,1,676,0,80,3,8,20,0
 5-12-2017,1,2,0.6153846153846154,29,29,0,0,0,480,204,108,29,44,103,0.313,6.08,2,3,7,0,713,0,111,3,8,19,16
 5-13-2017,1,2,0.625,22,18,0,0,0,305,120,60,12,44,86,0.295,5.31,3,1,3,0,460,1,64,2,3,8,21
 5-14-2017,1,3,1.25,28,28,0,0,0,516,153,73,23,67,176,0.234,3.82,4,5,3,0,729,0,76,1,4,8,30
 5-15-2017,1,2,0.25,34,21,0,0,0,360,127,79,25,62,79,0.27,5.93,4,1,10,0,546,4,87,0,3,16,16
 5-16-2017,1,2,0.5,29,26,0,0,0,405,156,93,31,75,104,0.29,6.2,2,7,8,0,626,0,106,1,3,18,13
 5-17-2017,1,2,0.7,22,22,0,0,0,401,145,64,16,47,85,0.273,4.31,2,1,4,0,588,0,72,2,4,10,20
 5-19-2017,0,3,8
 5-20-2017,0,3,8
 5-21-2017,0,3,34
 5-22-2017,0,2,1.25,28,28,0,0,0,430,117,66,30,61,127,0.22,4.14,1,1,2,0,604,0,80,2,7,6,4
 5-23-2017,0,2,1.2,29,29,0,0,0,538,175,73,22,44,128,0.254,3.66,2,8,6,1,742,0,78,2,1,16,18
 5-24-2017,0,2,1.3333333333333333,26,8,0,0,1,208,66,37,10,16,55,0.252,4.8,1,1,1,0,282,4,39,1,2,9,12
 5-25-2017,0,2,1.0,18,17,0,0,1,258,90,43,16,28,76,0.264,4.5,1,3,4,2,374,1,48,0,1,6,5
 5-26-2017,0,3,1.1111111111111112,33,33,0,0,0,545,176,86,31,60,170,0.256,4.26,4,2,5,0,769,0,90,10,7,9,6
 5-27-2017,0,3,0.3333333333333333,24,12,0,0,1,215,99,55,9,30,50,0.339,6.91,5,1,6,0,333,8,56,2,3,15,19
 5-28-2017,0,3,2.0,34,28,0,0,0,509,152,72,26,64,113,0.238,3.82,4,5,14,1,724,2,77,5,3,18,7
 7-14-2017,1,3,1.25,16,14,0,0,0,260,71,33,11,31,84,0.225,3.43,0,6,5,0,357,1,35,1,4,7,8
 7-15-2017,1,3,1.2,29,29,0,0,0,538,175,73,22,44,128,0.254,3.66,2,8,6,1,742,0,78,2,1,16,8
 7-16-2017,1,3,0.8333333333333334,34,34,0,0,0,603,193,91,27,60,249,0.246,4.07,0,15,5,0,852,0,101,1,2,17,3
 7-18-2017,1,3,0.8333333333333334,13,13,0,0,0,213,75,40,18,25,58,0.269,5.07,2,3,0,0,310,0,46,3,3,2,16
 7-19-2017,1,2,1.6666666666666667,32,32,0,0,0,603,158,66,21,79,188,0.216,2.96,5,7,7,0,827,0,69,7,3,16,20
 7-21-2017,1,2,2.125,32,32,1,0,0,643,165,69,24,43,308,0.208,2.9,0,3,8,0,851,0,73,2,4,11,4
 7-22-2017,1,2,2.0,16,11,0,0,0,224,65,28,8,24,76,0.226,3.38,0,2,4,0,317,1,30,0,2,2,14
 7-23-2017,1,2,0.6470588235294118,33,33,2,0,0,610,236,105,38,48,181,0.286,4.65,1,5,6,0,885,0,125,1,6,18,14
 7-25-2017,0,2,2.0,27,21,0,0,0,365,92,42,13,60,137,0.211,3.11,2,3,3,0,502,1,46,1,0,8,11
 7-26-2017,0,2,3.0,32,32,1,0,0,600,173,73,21,46,226,0.235,3.29,2,10,10,0,798,0,73,1,6,19,9
 7-27-2017,0,2,1.8888888888888888,32,31,0,0,0,529,181,82,25,60,196,0.266,4.19,0,3,5,1,749,1,84,1,3,16,0
 7-28-2017,0,2,0.9090909090909091,25,25,0,0,0,436,145,57,18,46,142,0.252,3.53,1,4,0,0,626,0,64,1,4,5,9
 7-29-2017,0,2,1.2,18,18,0,0,0,248,91,54,11,43,74,0.28,5.88,1,4,2,1,375,0,57,2,3,9,10
 7-30-2017,0,2,1.0,7,3,0,0,0,64,27,16,3,7,16,0.307,6.75,1,1,1,1,96,3,19,0,0,3,14
 8- 1-2017,1,2,1.0909090909090908,27,27,0,0,0,504,154,66,18,49,184,0.241,3.54,2,1,2,0,693,0,67,2,0,14,12
 8- 2-2017,1,2,1.5,11,8,0,0,0,139,50,20,9,22,35,0.276,3.88,0,1,5,0,210,1,27,0,2,8,18
 8- 3-2017,1,2,0.5,24,24,0,0,0,384,142,67,16,53,118,0.281,4.71,4,6,5,1,576,0,74,3,9,6,21
 8- 4-2017,1,2,0.9,24,24,0,0,0,387,133,80,28,53,105,0.267,5.58,1,9,4,2,566,0,91,4,5,10,15
 8- 5-2017,1,2,3.0,10,10,0,0,0,176,58,21,5,16,22,0.262,3.22,0,1,1,0,238,0,22,0,0,9,3
 8- 6-2017,1,2,1.2,29,29,0,0,0,476,167,77,18,55,140,0.268,4.37,1,8,10,0,692,0,88,1,2,14,25
 8- 7-2017,1,2,1.4444444444444444,28,28,1,1,0,509,152,80,26,51,152,0.24,4.24,0,0,7,0,698,0,82,0,7,18,21
 8- 8-2017,1,2,0.3333333333333333,10,10,0,0,0,155,49,40,13,17,31,0.243,6.97,0,1,2,0,223,0,43,0,2,3,4
 8- 9-2017,1,2,0.9166666666666666,34,34,0,0,0,560,208,97,29,71,179,0.283,4.68,0,8,5,1,816,0,99,1,3,21,8
 8-10-2017,0,2,2.4,24,24,0,0,0,408,113,45,9,37,156,0.223,2.98,1,15,3,1,552,0,47,1,5,7,14
 8-11-2017,0,2,1.0,10,7,0,0,0,110,53,22,5,11,30,0.34,5.4,0,2,1,0,169,1,22,0,1,3,10
 8-12-2017,0,2,0.3333333333333333,11,11,0,0,0,186,57,27,12,15,54,0.243,3.92,1,0,1,0,257,0,31,1,5,3,7
 8-13-2017,0,2,1.1428571428571428,31,29,1,0,0,480,140,91,37,63,137,0.233,5.12,1,8,5,0,678,1,93,2,8,9,6
 8-15-2017,0,2,1.6666666666666667,32,32,0,0,0,603,158,66,21,79,188,0.216,2.96,5,7,7,0,827,0,69,7,3,16,5
 8-16-2017,0,3,1.1818181818181819,32,30,0,0,0,544,178,94,23,64,166,0.254,4.67,5,3,6,1,776,0,105,3,2,16,5
 8-18-2017,0,2,0.3333333333333333,10,10,0,0,0,155,49,40,13,17,31,0.243,6.97,0,1,2,0,223,0,43,0,2,3,18
 8-19-2017,0,2,0.9166666666666666,34,34,0,0,0,560,208,97,29,71,179,0.283,4.68,0,8,5,1,816,0,99,1,3,21,28
 8-20-2017,0,2,0.14285714285714285,24,19,0,0,0,279,125,81,24,51,63,0.324,7.84,0,11,4,0,444,1,86,1,2,10,0
 8-21-2017,1,2,1.8333333333333333,24,24,1,0,0,444,125,69,18,53,105,0.228,4.2,1,6,11,0,614,0,74,0,2,15,14
 8-22-2017,1,2,1.0,12,10,0,0,0,147,53,42,7,37,36,0.275,7.71,0,4,6,0,238,0,46,0,1,6,14
 8-23-2017,1,2,1.0,28,28,0,0,0,500,156,63,15,64,86,0.25,3.4,0,10,9,1,704,0,75,2,5,23,4
 8-24-2017,1,2,1.0833333333333333,32,32,0,0,0,555,221,99,23,63,115,0.301,4.82,3,4,6,0,811,0,108,4,3,32,2
 8-25-2017,1,2,2.5,12,12,0,0,0,190,62,25,7,20,62,0.253,3.55,0,4,5,0,271,0,27,0,0,7,11
 8-26-2017,1,2,6.5,34,21,0,0,0,396,100,44,10,57,161,0.206,3,0,6,3,1,546,7,46,1,0,4,4
 8-27-2017,1,2,2.0,25,25,0,0,0,440,125,59,14,50,163,0.228,3.62,1,4,13,0,617,0,65,2,2,16,4
 8-30-2017,1,2,1.5,19,19,0,0,0,316,114,49,12,32,70,0.28,4.19,1,5,4,0,444,0,50,0,1,15,36
 9- 1-2017,0,2,1.8333333333333333,24,24,1,0,0,444,125,69,18,53,105,0.228,4.2,1,6,11,0,614,0,74,0,2,15,19
 9- 2-2017,0,2,1.0,18,15,1,1,0,232,76,51,20,28,61,0.253,5.94,0,2,6,0,338,2,52,0,4,4,18
 9- 3-2017,0,2,1.0833333333333333,32,32,0,0,0,555,221,99,23,63,115,0.301,4.82,3,4,6,0,811,0,108,4,3,32,19
 9- 4-2017,0,2,11
 9- 5-2017,0,2,1.5,19,19,0,0,0,316,114,49,12,32,70,0.28,4.19,1,5,4,0,444,0,50,0,1,15,14
 9- 6-2017,0,2,1.2,29,29,0,0,0,476,167,77,18,55,140,0.268,4.37,1,8,10,0,692,0,88,1,2,14,4
 9- 8-2017,0,2,3.0,5,5,0,0,0,96,32,9,1,2,27,0.258,2.53,0,1,2,0,128,0,10,0,0,3,7
 9- 9-2017,0,2,5.0,9,6,0,0,1,123,43,16,6,10,37,0.262,3.51,0,1,2,0,178,2,22,0,1,3,0
 9-10-2017,0,2,0.3333333333333333,11,11,0,0,0,186,57,27,12,15,54,0.243,3.92,1,0,1,0,257,0,31,1,5,3,18
 9-12-2017,1,2,0,5,5,0,0,0,102,17,4,4,5,43,0.149,1.06,0,0,1,0,120,0,4,0,0,4,4
 9-13-2017,1,2,0.8,29,28,0,0,0,460,157,89,32,62,146,0.266,5.22,0,11,13,1,671,0,95,3,1,16,12
 9-14-2017,1,2,6.5,34,21,0,0,0,396,100,44,10,57,161,0.206,3,0,6,3,1,546,7,46,1,0,4,0
 9-15-2017,1,2,0.375,23,18,0,0,0,334,124,70,26,28,67,0.279,5.66,0,3,2,0,478,2,74,2,1,8,10
 9-16-2017,1,1,1.8333333333333333,24,24,1,0,0,444,125,69,18,53,105,0.228,4.2,1,6,11,0,614,0,74,0,2,15,2
 9-17-2017,1,1,0.3333333333333333,5,5,0,0,0,67,22,16,6,8,15,0.259,6.45,0,0,2,0,96,0,16,0,1,0,18
 9-19-2017,1,2,2.0,27,21,0,0,0,365,92,42,13,60,137,0.211,3.11,2,3,3,0,502,1,46,1,0,8,0
 9-20-2017,1,2,1.1111111111111112,26,26,1,0,0,423,166,78,23,14,109,0.294,4.98,0,1,4,0,585,0,80,0,3,18,7
 9-21-2017,1,2,0.8333333333333334,23,19,0,0,0,309,94,49,14,44,145,0.242,4.28,0,6,3,0,439,3,51,1,3,10,12
 9-22-2017,0,2,0,5,5,0,0,0,102,17,4,4,5,43,0.149,1.06,0,0,1,0,120,0,4,0,0,4,0
 9-23-2017,0,2,2.0,25,25,0,0,0,440,125,59,14,50,163,0.228,3.62,1,4,13,0,617,0,65,2,2,16,0
 9-24-2017,0,2,1.75,22,22,0,0,0,356,114,56,8,40,132,0.249,4.25,1,8,11,1,512,0,61,2,2,13,12
 9-25-2017,0,2,0.7142857142857143,21,21,0,0,0,351,116,68,27,53,103,0.253,5.23,3,5,3,0,516,0,72,1,0,6,21
 9-26-2017,0,2,0.5,6,2,0,0,0,58,16,10,4,5,10,0.232,4.66,0,0,1,0,76,2,11,0,1,2,24
 9-27-2017,0,2,1.0,8,8,0,0,0,143,49,25,7,14,30,0.258,4.72,0,3,1,0,207,0,29,0,2,1,2
 9-29-2017,1,2,1.0,10,7,0,0,0,110,53,22,5,11,30,0.34,5.4,0,2,1,0,169,1,22,0,1,3,30
 9-30-2017,1,2,5.0,9,6,0,0,1,123,43,16,6,10,37,0.262,3.51,0,1,2,0,178,2,22,0,1,3,0
10- 1-2017,1,2,2.4,24,24,0,0,0,408,113,45,9,37,156,0.223,2.98,1,15,3,1,552,0,47,1,5,7,3
